Title,Genre,Meta_Score,imdb_Rating,Box_Office,Rated,Studio,Release_Date,Poster_URL
Barry Lyndon,"Adventure, Drama, History, War",89,8.1,N/A,PG,Warner Bros.,18 Dec 1975,https://m.media-amazon.com/images/M/MV5BNmY0MWY2NDctZDdmMi00MjA1LTk0ZTQtZDMyZTQ1NTNlYzVjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
Dog Day Afternoon,"Biography, Crime, Drama, Thriller",86,8.0,N/A,R,WARNER BROTHERS PICTURES,25 Dec 1975,https://m.media-amazon.com/images/M/MV5BMzljMjBhODItYTYyYi00NzMwLTkyZDQtNjQ4MWU0MzhmNDU4XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
Jaws,"Adventure, Drama, Thriller",87,8.0,N/A,PG,Universal Pictures,20 Jun 1975,https://m.media-amazon.com/images/M/MV5BMmVmODY1MzEtYTMwZC00MzNhLWFkNDMtZjAwM2EwODUxZTA5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
One Flew Over the Cuckoo's Nest,Drama,83,8.7,N/A,R,United Artists,19 Nov 1975,https://m.media-amazon.com/images/M/MV5BZjA0OWVhOTAtYWQxNi00YzNhLWI4ZjYtNjFjZTEyYjJlNDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Chinatown,"Drama, Mystery, Thriller",92,8.2,N/A,R,Paramount Pictures,20 Jun 1974,https://m.media-amazon.com/images/M/MV5BOGMwYmY5ZmEtMzY1Yi00OWJiLTk1Y2MtMzI2MjBhYmZkNTQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
The Conversation,"Drama, Mystery, Thriller",85,7.9,N/A,PG,Paramount Pictures,01 Jun 1974,https://m.media-amazon.com/images/M/MV5BYTQxYWJlYTgtMTk5MS00ZGFiLWI5MWItYjhkNjM3YmUyNjYxXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
The Godfather: Part II,"Crime, Drama",90,9.0,N/A,R,Paramount Pictures,20 Dec 1974,https://m.media-amazon.com/images/M/MV5BMWMwMGQzZTItY2JlNC00OWZiLWIyMDctNDk2ZDQ2YjRjMWQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
Lenny,"Biography, Drama",61,7.6,N/A,R,Twentieth Century Fox Home Entertainment,01 Dec 1974,https://m.media-amazon.com/images/M/MV5BMzNhZjUwMmEtZDRmOS00OTYwLTlmYjgtZGFjZjFmMzI3YjBhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg
The Towering Inferno,"Action, Drama, Thriller",69,6.9,N/A,PG,20th Century Fox,01 Jan 1975,https://m.media-amazon.com/images/M/MV5BMjA1N2JlMjItMTExZC00NTIxLWE2YTYtY2ZkM2M5OWM3M2YyXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg
American Graffiti,"Comedy, Drama",97,7.5,N/A,PG,Universal Pictures,11 Aug 1973,https://m.media-amazon.com/images/M/MV5BMjI5NjM5MjIyNF5BMl5BanBnXkFtZTgwNjg2MTUxMDE@._V1_SX300.jpg
The Exorcist,Horror,82,8.0,N/A,R,Warner Bros. Pictures,26 Dec 1973,https://m.media-amazon.com/images/M/MV5BYjhmMGMxZDYtMTkyNy00YWVmLTgyYmUtYTU3ZjcwNTBjN2I1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
The Sting,"Comedy, Crime, Drama",80,8.3,N/A,PG,Universal Pictures,25 Dec 1973,https://m.media-amazon.com/images/M/MV5BZWNmODRmOTAtYTJhYi00NjllLTg3MTktNTBmZDZiNjJjZWVjXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg
A Touch of Class,"Comedy, Romance",N/A,6.5,N/A,PG,Media Home Entertainment,09 Aug 1973,https://ia.media-imdb.com/images/M/MV5BNTlhZThiNzAtNzVlNC00ODhjLThhOWQtMWM5NGVlYzg3OGI4XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
Cabaret,"Drama, Musical",80,7.8,N/A,PG,Twentieth Century Fox Home Entertainment,13 Feb 1972,https://m.media-amazon.com/images/M/MV5BNTEyMzc0Mjk5MV5BMl5BanBnXkFtZTgwMjI2NDIwMTE@._V1_SX300.jpg
Deliverance,"Adventure, Drama, Thriller",82,7.7,N/A,R,Warner Bros.,18 Aug 1972,https://m.media-amazon.com/images/M/MV5BZjBhYzU3NWItOWZjMy00NjI5LWFmYmItZmIyOWFlMDIxMWNiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
The Emigrants,"Drama, History",N/A,8.0,N/A,PG,Swedish Film Production,08 Mar 1971,https://m.media-amazon.com/images/M/MV5BZTJlMGEwMTgtNWRlOC00NmQ5LThiY2UtMGZjNTllNTEwZTdhXkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_SX300.jpg
The Godfather,"Crime, Drama",100,9.2,N/A,R,Paramount Pictures,24 Mar 1972,https://m.media-amazon.com/images/M/MV5BM2MyNjYxNmUtYTAwNi00MTYxLWJmNWYtYzZlODY3ZTk3OTFlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
Sounder,"Drama, Family",80,7.6,N/A,G,Rainbow Group / KOCH Entertainment,26 Apr 1973,https://m.media-amazon.com/images/M/MV5BYmU0ZDhlNWQtZDI1OC00ODdmLWI3MTktYTI0Yzg2MDc5MjRlXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg
A Clockwork Orange,"Crime, Drama, Sci-Fi",80,8.3,N/A,R,Warner Bros.,02 Feb 1972,https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_SX300.jpg
Fiddler on the Roof,"Drama, Family, Musical, Romance",67,8.0,N/A,G,United Artists,03 Nov 1971,https://m.media-amazon.com/images/M/MV5BMWMxNDYzNmUtYjFmNC00MGM2LWFmNzMtODhlMGNkNDg5MjE5XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg
The French Connection,"Action, Crime, Drama, Thriller",94,7.8,N/A,R,20th Century Fox,09 Oct 1971,https://m.media-amazon.com/images/M/MV5BOTZhY2E3NmItMGIwNi00OTA2LThkYmEtODFiZTM0NGI0ZWU5XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg
The Last Picture Show,Drama,93,8.1,N/A,R,Columbia Pictures,22 Oct 1971,https://m.media-amazon.com/images/M/MV5BNmVjNzZkZjQtYmM5ZC00M2I0LWJhNzktNDk3MGU1NWMxMjFjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Nicholas and Alexandra,"Biography, Drama, History, War",N/A,7.3,N/A,GP,Sony Pictures Home Entertainment,13 Dec 1971,https://m.media-amazon.com/images/M/MV5BMjNiZmU0MDYtMmQwNi00OWY3LTg4MWItYTIyOTFkYTJiMWFmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Airport,"Action, Drama, Thriller",42,6.6,N/A,G,Universal Pictures,25 Mar 1970,https://m.media-amazon.com/images/M/MV5BOTk5NWJkYjItMjA2MC00NThiLWE4NTctOTFlYjcwOTA1YTM1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
Five Easy Pieces,Drama,85,7.5,N/A,R,Columbia Pictures,19 Feb 1971,https://m.media-amazon.com/images/M/MV5BMTRiY2VkMjctNWQzZC00NjAyLTkzNjktYzAwN2M2ODNhOTA1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
Love Story,"Drama, Romance",84,6.9,N/A,PG,Paramount Pictures,16 Dec 1970,https://m.media-amazon.com/images/M/MV5BZmFjYWU1MGQtM2FiMi00YjA3LWIwYjUtZDdhYWEyOWFhZGE0XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg
Patton,"Biography, Drama, War",91,8.0,N/A,GP,Twentieth Century Fox Home Entertainment,02 Apr 1970,https://m.media-amazon.com/images/M/MV5BMmNhZmJhMmYtNjlkMC00MjhjLTk1NzMtMTNlMzYzNjZlMjNiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Anne of the Thousand Days,"Biography, Drama, History",N/A,7.5,N/A,PG,Universal Pictures,18 Dec 1969,https://m.media-amazon.com/images/M/MV5BNTBiYWU5NmUtOTZkZi00NzU5LWFhYWQtMzM1ZjhjZTA1ZWQ3XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
Butch Cassidy and the Sundance Kid,"Biography, Crime, Drama, Western",66,8.1,N/A,PG,20th Century Fox,24 Oct 1969,https://m.media-amazon.com/images/M/MV5BMTkyMTM2NDk5Nl5BMl5BanBnXkFtZTgwNzY1NzEyMDE@._V1_SX300.jpg
"Hello, Dolly!","Adventure, Comedy, Musical, Romance",N/A,7.2,N/A,G,20th Century Fox,16 Dec 1969,https://m.media-amazon.com/images/M/MV5BODJmZmFiNzQtMDJiYS00ZTgzLTljZGMtNjEzNzM4NmEyYjNiXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg
Midnight Cowboy,Drama,79,7.9,N/A,R,United Artists,16 Jun 1969,https://m.media-amazon.com/images/M/MV5BNTgwZmIzMmYtZjE3Yy00NzgzLTgxNmUtNjlmZDlkMzlhOTJkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
Z,"Crime, Drama, History, Thriller",N/A,8.2,N/A,M/PG,Rialto Pictures,08 Dec 1969,https://m.media-amazon.com/images/M/MV5BM2JjM2MwMDAtNGRhMi00MDZiLWIwMzYtYTZmMTc0MDU1ZWU5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Funny Girl,"Biography, Comedy, Drama, Musical, Romance",89,7.6,N/A,G,Columbia Pictures,19 Sep 1968,https://m.media-amazon.com/images/M/MV5BNTAxZTA2OTAtYzY1OC00NGZlLWJlZDItOWZhMjU4YTc3YWRmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
The Lion in Winter,"Biography, Drama, History",N/A,8.1,"$18,177",PG,Nelson Entertainment,30 Oct 1968,https://m.media-amazon.com/images/M/MV5BMTkzNzYyMzA5N15BMl5BanBnXkFtZTgwODcwODQ3MDI@._V1_SX300.jpg
Oliver!,"Drama, Family, Musical",N/A,7.5,N/A,G,Sony Pictures Home Entertainment,27 Sep 1968,https://m.media-amazon.com/images/M/MV5BNWQwNTE4NWQtZDg0MC00ZDhkLWIzMzQtNDU1MDIxZTNmM2M3XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg
"Rachel, Rachel","Drama, Romance",N/A,7.5,N/A,APPROVED,Warner Bros.,26 Aug 1968,https://m.media-amazon.com/images/M/MV5BOWFiZGY1ZDQtMGQzNC00N2FiLTkyYTYtOWU1ZGQ1YjY1ZTY0XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
Romeo and Juliet,"Drama, Romance",N/A,7.6,N/A,PG,Paramount Home Video,08 Oct 1968,https://m.media-amazon.com/images/M/MV5BMTkyMjIzOTcwOF5BMl5BanBnXkFtZTgwNzk2NjYxMTE@._V1_SX300.jpg
Bonnie and Clyde,"Action, Biography, Crime, Drama",81,7.8,N/A,R,Warner Brothers/Seven Arts,01 Sep 1967,https://m.media-amazon.com/images/M/MV5BOTViZmMwOGEtYzc4Yy00ZGQ1LWFkZDQtMDljNGZlMjAxMjhiXkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_SX300.jpg
Doctor Dolittle,"Comedy, Family, Fantasy",46,5.4,N/A,PG-13,20th Century Fox,26 Jun 1998,https://m.media-amazon.com/images/M/MV5BNGVmYjI4ZjktMjVkNi00ZTRlLWJlYTMtNzMxYjQ0ZDIyZWNmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg
The Graduate,"Comedy, Drama, Romance",83,8.0,N/A,PG,Embassy Pictures/Rialto Pictures,22 Dec 1967,https://m.media-amazon.com/images/M/MV5BNjQ4MzUzYjYtYzk1My00M2Y2LWExMDEtY2E1NTlhMmQ0NGQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
Guess Who's Coming to Dinner,"Comedy, Drama",63,7.8,N/A,Not Rated,Columbia Pictures Corporation,12 Dec 1967,https://m.media-amazon.com/images/M/MV5BZTVmMTk2NjUtNjVjNC00OTcwLWE4OWEtNzA4Mjk1ZmIwNDExXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
In the Heat of the Night,"Crime, Drama, Mystery, Thriller",75,8.0,N/A,Not Rated,MGM,25 Oct 1967,https://m.media-amazon.com/images/M/MV5BZjZhZTZkNWItZGE1My00MTRkLWI2ZDktMWZkZTIxZWYxOTgzXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg
Alfie,"Comedy, Drama, Romance",49,6.2,"$13,351,235",R,Paramount Pictures,05 Nov 2004,https://m.media-amazon.com/images/M/MV5BNTBjOWQwZDEtZWRlYi00YzY0LTg3NDQtYzRiYjk2YjMyMzEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
A Man for All Seasons,"Biography, Drama, History",N/A,7.8,N/A,G,Sony Pictures Home Entertainment,03 May 1967,https://m.media-amazon.com/images/M/MV5BMTRjOTA1NzctNzFmMy00ZjcwLWExYjgtYWQyZDM5ZWY1Y2JlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
"The Russians Are Coming, the Russians Are Coming: The Russians Are Coming to Hollywood","Documentary, Short",N/A,6.4,N/A,N/A,N/A,15 Oct 2002,N/A
The Sand Pebbles,"Adventure, Drama, Romance, War",N/A,7.7,N/A,PG-13,Twentieth Century Fox Home Entertainment,20 Dec 1966,https://m.media-amazon.com/images/M/MV5BNzM4NWQzNzAtNjc0Yy00NjFiLWFiMjUtMTczNWYwMGY1YjUyXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg
Who's Afraid of Virginia Woolf?,Drama,75,8.0,N/A,Not Rated,Warner Home Video,22 Jun 1966,https://m.media-amazon.com/images/M/MV5BMjQ5ODI1MjQtMDc0Zi00OGQ1LWE2NTYtMTg1YTkxM2E5NzFkXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
Darling,"Drama, Romance",N/A,7.2,N/A,TV-MA,Lionsgate,03 Aug 1965,https://m.media-amazon.com/images/M/MV5BOTYyMThlNWEtMmQxYi00ZDU4LWI3NzQtOTZiMTFkOGJkMmI0XkEyXkFqcGdeQXVyOTI2MjI5MQ@@._V1_SX300.jpg
Doctor Zhivago,"Drama, Romance, War",69,8.0,N/A,PG-13,MGM,31 Dec 1965,https://m.media-amazon.com/images/M/MV5BNzdmZTk4MTktZmExNi00OWEwLTgxZDctNTE4NWMwNjc1Nzg2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Ship of Fools,"Drama, Romance, War",N/A,7.2,N/A,Not Rated,Columbia Pictures,01 Oct 1965,https://m.media-amazon.com/images/M/MV5BZDc5ODNmYzAtM2I2NS00ZTEwLWIwMTQtMTM0NWIwODk0NmM4XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
The Sound of Music,"Biography, Drama, Family, Musical, Romance",63,8.0,N/A,G,20th Century-Fox,01 Apr 1965,https://m.media-amazon.com/images/M/MV5BODIxNjhkYjEtYzUyMi00YTNjLWE1YjktNjAyY2I2MWNkNmNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
A Thousand Clowns,"Comedy, Drama, Romance",N/A,7.5,N/A,Unrated,Harrell Incoporated,09 Sep 1966,https://m.media-amazon.com/images/M/MV5BZDQyOTA4ZTItYzJhMy00ZjA0LWEwYWEtYTdhNGE1ZDgxOWNiXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
Becket,"Biography, Drama, History",68,8.0,N/A,PG-13,Slowhand Releasing,11 Mar 1964,https://m.media-amazon.com/images/M/MV5BMzQwODUzOTM2N15BMl5BanBnXkFtZTgwNzU4ODYxMTE@._V1_SX300.jpg
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy,97,8.4,N/A,PG,Sony Pictures,29 Jan 1964,https://m.media-amazon.com/images/M/MV5BZWI3ZTMxNjctMjdlNS00NmUwLWFiM2YtZDUyY2I3N2MxYTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
Mary Poppins,"Comedy, Family, Fantasy, Musical",88,7.8,N/A,G,Walt Disney Productions,18 Jun 1965,https://m.media-amazon.com/images/M/MV5BNmJkODczNjItNDI5Yy00MGI1LTkyOWItZDNmNjM4ZGI1ZDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
My Fair Lady,"Drama, Family, Musical, Romance",95,7.9,N/A,G,Warner Bros. Pictures,25 Dec 1964,https://m.media-amazon.com/images/M/MV5BNGM0ZTU3NmItZmRmMy00YWNjLWEzMWItYzg3MzcwZmM5NjdiXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg
Zorba the Greek,"Comedy, Drama",N/A,7.7,N/A,Not Rated,Fox,14 Dec 1964,https://m.media-amazon.com/images/M/MV5BMjAxMDE2NDg5N15BMl5BanBnXkFtZTgwMzY3NjYwMTE@._V1_SX300.jpg
America America,Drama,N/A,7.8,N/A,Not Rated,Warner Home Video,17 Jun 1964,https://m.media-amazon.com/images/M/MV5BZDgwOTBhOGItZjhlYS00MjY0LThhZWQtYzM3MTQ2NmQ5MTg1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Cleopatra,"Biography, Drama, History, Romance",60,7.0,N/A,G,20th Century Fox,31 Jul 1963,https://m.media-amazon.com/images/M/MV5BY2YyOGFlZWItY2M5OC00NzJhLWJmNDgtZTVjNzIzMDI3YjgyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
How the West Was Won,Western,N/A,7.1,N/A,G,Warner Home Video,20 Feb 1963,https://m.media-amazon.com/images/M/MV5BNTk2NDk1NjY0MV5BMl5BanBnXkFtZTgwMzkzNTcxMTE@._V1_SX300.jpg
Lilies of the Field,Drama,N/A,7.6,N/A,Unrated,Twentieth Century Fox Home Entertainment,05 Jul 1963,https://m.media-amazon.com/images/M/MV5BMTcxNTU5NzI4MF5BMl5BanBnXkFtZTcwMjc1NDk0NA@@._V1_SX300.jpg
Tom Jones,"Adventure, Comedy, History",N/A,6.6,N/A,Not Rated,Woodfall Film Productions,27 Jun 1963,https://m.media-amazon.com/images/M/MV5BMTUxMzgwODM5N15BMl5BanBnXkFtZTcwNTExNDY3NA@@._V1_SX300.jpg
Lawrence of Arabia,"Adventure, Biography, Drama, History, War",100,8.3,N/A,Approved,Columbia Pictures,11 Dec 1962,https://m.media-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
The Longest Day,"Action, Drama, History, War",75,7.8,N/A,G,Twentieth Century Fox Home Entertainment,04 Oct 1962,https://m.media-amazon.com/images/M/MV5BZTM1ZjQ2YTktNDM2MS00NGY2LTkzNzItZTU4ODg1ODNkMWYxL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Right Here in River City: The Making of Meredith Willson's 'The Music Man',"Documentary, Short, Family",N/A,8.2,N/A,N/A,N/A,N/A,N/A
Mutiny on the Bounty,"Adventure, Biography, Drama, History, Romance",N/A,7.8,N/A,Not Rated,MGM,N/A,https://m.media-amazon.com/images/M/MV5BNzJkM2ZiZjktYjA0MS00OGQxLWI5NWEtNzQ5M2U4MjZhMzc0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
To Kill a Mockingbird,"Crime, Drama",88,8.3,N/A,Not Rated,Universal International Pictur,16 Mar 1963,https://m.media-amazon.com/images/M/MV5BNmVmYzcwNzMtMWM1NS00MWIyLThlMDEtYzUwZDgzODE1NmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
Fanny,"Drama, Romance",N/A,7.0,N/A,Not Rated,Westchester Films,28 Jun 1961,https://m.media-amazon.com/images/M/MV5BMzE0ZTA2OTMtOTMyZi00MmIxLWJjYzItZGU1NjMzMDNkYTExXkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_SX300.jpg
The Guns of Navarone,"Action, Adventure, Drama, War",N/A,7.6,N/A,TV-PG,Columbia Pictures,28 Apr 1961,https://m.media-amazon.com/images/M/MV5BMDIyNDA3NGMtNWFmMi00NDRlLWEzMTEtOGIxMDZhZmRmYjJlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
The Hustler,"Drama, Sport",90,8.0,N/A,Not Rated,Fox,01 Oct 1961,https://m.media-amazon.com/images/M/MV5BNjhjODI2NTItMGE1ZS00NThiLWE1MmYtOWE3YzcyNzY1MTJlXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg
Judgment at Nuremberg,"Drama, War",60,8.2,N/A,Not Rated,United Artists,18 Dec 1961,https://m.media-amazon.com/images/M/MV5BZDZjMTIwZTQtNTM3OS00OTUyLWI5MTMtOTNjYWVkNzhjMWIxXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg
West Side Story,"Crime, Drama, Musical, Romance",86,7.6,N/A,Not Rated,United Artists Films,23 Dec 1961,https://m.media-amazon.com/images/M/MV5BMTM0NDAxOTI5MF5BMl5BanBnXkFtZTcwNjI4Mjg3NA@@._V1_SX300.jpg
The Alamo,"Drama, History, War, Western",47,6.0,N/A,PG-13,N/A,09 Apr 2004,https://m.media-amazon.com/images/M/MV5BMTAzOTQ5Nzg4MzheQTJeQWpwZ15BbWU2MDQwODAxNw@@._V1_SX300.jpg
The Apartment,"Comedy, Drama, Romance",94,8.3,N/A,Not Rated,United Artists,16 Sep 1960,https://m.media-amazon.com/images/M/MV5BNzkwODFjNzItMmMwNi00MTU5LWE2MzktM2M4ZDczZGM1MmViXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg
Elmer Gantry,Drama,N/A,7.8,N/A,Approved,MGM Home Entertainment,01 Jul 1960,https://m.media-amazon.com/images/M/MV5BMjI3NjIzMDA4NV5BMl5BanBnXkFtZTcwMzg4NTczNA@@._V1_SX300.jpg
Sons and Lovers,Drama,N/A,7.3,N/A,N/A,20th Century Fox,22 Jul 1960,https://images-na.ssl-images-amazon.com/images/M/MV5BNzZkNDhkODItNTFlMC00MDhiLWJiZTAtMDA1MDk4NmQ1OTBkXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
The Sundowners,"Drama, Adventure",N/A,7.2,N/A,Unrated,Warner Home Video,28 Feb 1961,https://m.media-amazon.com/images/M/MV5BMjE4NDI2OTUwMl5BMl5BanBnXkFtZTgwNzg2NjQzMTE@._V1_SX300.jpg
Anatomy of a Murder,"Crime, Drama, Mystery, Thriller",95,8.0,N/A,Not Rated,Sony Pictures Home Entertainment,01 Sep 1959,https://m.media-amazon.com/images/M/MV5BMzM0MzE2ZTAtZTBjZS00MTk5LTg5OTEtNjNmYmQ5NzU2OTUyXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg
Ben-Hur,"Adventure, Drama, History",90,8.1,N/A,G,MGM,29 Jan 1960,https://m.media-amazon.com/images/M/MV5BNjgxY2JiZDYtZmMwOC00ZmJjLWJmODUtMTNmNWNmYWI5ODkwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
The Diary of Anne Frank,"Biography, Drama, Family, History, War",59,7.4,N/A,Approved,Fox,17 Apr 1959,https://m.media-amazon.com/images/M/MV5BZWZkOThjMjQtNGRlOS00YWNlLWFhNDEtYjlmMmIxMDZmN2U2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
The Nun's Story,Drama,N/A,7.6,N/A,Not Rated,Warner Home Video,18 Jul 1959,https://m.media-amazon.com/images/M/MV5BMzU5MTAxMmEtYTk5NC00MjYzLWIyNzEtOTY0NDMzZDkxNGRlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Room at the Top,"Drama, Romance",N/A,7.7,N/A,Not Rated,Lion International Films,22 Jan 1959,https://m.media-amazon.com/images/M/MV5BNzQ3NDNkZTMtYzJlMC00MzRjLTk5ZGEtYzI2OTZmNTQ4NmUzXkEyXkFqcGdeQXVyMTAwMjAxOTU@._V1_SX300.jpg
Auntie Mame,"Comedy, Drama, Romance",N/A,8.0,N/A,Approved,Warner Bros. Pictures,27 Dec 1958,https://m.media-amazon.com/images/M/MV5BNjc3YjllZGItMzZiMC00NTRiLTljYzctZTZlOTBhZGZlM2U1XkEyXkFqcGdeQXVyMzU4Nzk4MDI@._V1_SX300.jpg
Cat on a Hot Tin Roof,Drama,N/A,8.1,N/A,Not Rated,MGM Home Entertainment,29 Aug 1958,https://m.media-amazon.com/images/M/MV5BMzFhNTMwNDMtZjY3Yy00NzY3LWI1ZWQtZTQxMWJmODVhZWFkXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg
The Defiant Ones,"Crime, Drama",N/A,7.7,N/A,Approved,MGM Home Entertainment,27 Sep 1958,https://m.media-amazon.com/images/M/MV5BYTNjNTU1Y2MtZGM2MS00MGFjLWIzYjUtOTM2YmIzYTk1MDI2XkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_SX300.jpg
Gigi,"Comedy, Musical, Romance",N/A,6.8,N/A,G,MGM Home Entertainment,25 Jun 1958,https://m.media-amazon.com/images/M/MV5BYzcyZWFkMTYtNDc2Yy00NjRiLWFiNDMtOGU5MTExMjFjNzJkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
Separate Tables,"Drama, Romance",N/A,7.5,N/A,UNRATED,MGM Home Entertainment,11 Feb 1959,https://ia.media-imdb.com/images/M/MV5BMjEyMzUwNzY0OV5BMl5BanBnXkFtZTcwNDcyMTM4NA@@._V1_SX300.jpg
The Bridge on the River Kwai,"Adventure, Drama, War",87,8.2,N/A,PG,Columbia Pictures,14 Dec 1957,https://m.media-amazon.com/images/M/MV5BNmMyNzI1MGEtNDkyZS00MmY2LWJlZmUtMjA1MzMwZjM3OWViXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
Peyton Place,"Drama, Romance",N/A,7.2,N/A,Approved,20th Century Fox,03 Mar 1958,https://m.media-amazon.com/images/M/MV5BNDI2MTljOWMtNGI1Yi00NWNlLTk1NTktMDFlYjUxMmY5OGY4XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
Sayonara,"Drama, Romance",N/A,7.2,N/A,Not Rated,MGM Home Entertainment,20 Dec 1957,https://m.media-amazon.com/images/M/MV5BYjY5OTRhYTAtZmM5Ni00NjU5LWI3OWEtYzBlMWJkOTMyNTFiXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
